candidate_id,strategy,case_id,scenario_weight,full_project_capex_cny,common_infrastructure_annual_cost_cny,flexible_asset_annual_cost_cny,electrolyzer_stack_replacement_cny,annual_operating_margin_cny,gross_revenue_cny,full_project_net_annual_value_cny,renewable_generation_mwh,renewable_utilization_rate,curtailment_mwh,export_land_mwh,spot_compute_service_mwh_it,spot_compute_service_rate,hydrogen_sales_kg,hydrogen_demand_service_rate,eens_mwh,max_offshore_balance_residual_mw,max_land_balance_residual_mw,battery_power_mw,battery_energy_mwh,electrolyzer_power_mw,hydrogen_storage_kg,fuel_cell_power_mw,compute_it_capacity_mw,hydrogen_export_capacity_kg_per_h,compute_price_cny_per_mwh_it,hydrogen_price_cny_per_kg
diversified_hedge,diversified_hedge,contract_c1000_h30,1,4.04557649e+10,3103409895,1629526342,26688119.12,2012268538,2130060881,-2720667699,3300000,1,0,389901.4079,1175460.235,0.9128228459,25316792.84,0.2408370704,0,5.684341886e-14,2.842170943e-14,0,0,308.7479476,36089.98728,0,136.5,4025.552976,1000,30
diversified_hedge,diversified_hedge,contract_c1250_h30,1,4.04557649e+10,3103409895,1629526342,26688119.12,2306133597,2423925940,-2426802640,3300000,1,0,389901.4079,1175460.235,0.9128228459,25316792.84,0.2408370704,0,5.684341886e-14,2.842170943e-14,0,0,308.7479476,36089.98728,0,136.5,4025.552976,1250,30
diversified_hedge,diversified_hedge,contract_c1500_h30,1,4.04557649e+10,3103409895,1629526342,26688119.12,2599998656,2717790999,-2132937581,3300000,1,0,389901.4079,1175460.235,0.9128228459,25316792.84,0.2408370704,0,5.684341886e-14,2.842170943e-14,0,0,308.7479476,36089.98728,0,136.5,4025.552976,1500,30
diversified_hedge,diversified_hedge,contract_c1750_h30,1,4.04557649e+10,3103409895,1629526342,26688119.12,2893863715,3011656058,-1839072522,3300000,1,0,389901.4079,1175460.235,0.9128228459,25316792.84,0.2408370704,0,5.684341886e-14,2.842170943e-14,0,0,308.7479476,36089.98728,0,136.5,4025.552976,1750,30
diversified_hedge,diversified_hedge,contract_c2000_h30,1,4.04557649e+10,3103409895,1629526342,26688119.12,3187728774,3305521117,-1545207464,3300000,1,0,389901.4079,1175460.235,0.9128228459,25316792.84,0.2408370704,0,5.684341886e-14,2.842170943e-14,0,0,308.7479476,36089.98728,0,136.5,4025.552976,2000,30
diversified_hedge,diversified_hedge,contract_c2250_h30,1,4.04557649e+10,3103409895,1629526342,26688119.12,3481593832,3599386175,-1251342405,3300000,1,0,389901.4079,1175460.235,0.9128228459,25316792.84,0.2408370704,0,5.684341886e-14,2.842170943e-14,0,0,308.7479476,36089.98728,0,136.5,4025.552976,2250,30
diversified_hedge,diversified_hedge,contract_c2500_h30,1,4.04557649e+10,3103409895,1629526342,26688119.12,3775458891,3893251234,-957477346,3300000,1,0,389901.4079,1175460.235,0.9128228459,25316792.84,0.2408370704,0,5.684341886e-14,2.842170943e-14,0,0,308.7479476,36089.98728,0,136.5,4025.552976,2500,30
diversified_hedge,diversified_hedge,contract_c1000_h35,1,4.04557649e+10,3103409895,1629526342,26688119.12,2138852503,2256644846,-2594083734,3300000,1,0,389901.4079,1175460.235,0.9128228459,25316792.84,0.2408370704,0,5.684341886e-14,2.842170943e-14,0,0,308.7479476,36089.98728,0,136.5,4025.552976,1000,35
diversified_hedge,diversified_hedge,contract_c1250_h35,1,4.04557649e+10,3103409895,1629526342,26688119.12,2432717561,2550509904,-2300218676,3300000,1,0,389901.4079,1175460.235,0.9128228459,25316792.84,0.2408370704,0,5.684341886e-14,2.842170943e-14,0,0,308.7479476,36089.98728,0,136.5,4025.552976,1250,35
diversified_hedge,diversified_hedge,contract_c1500_h35,1,4.04557649e+10,3103409895,1629526342,26688119.12,2726582620,2844374963,-2006353617,3300000,1,0,389901.4079,1175460.235,0.9128228459,25316792.84,0.2408370704,0,5.684341886e-14,2.842170943e-14,0,0,308.7479476,36089.98728,0,136.5,4025.552976,1500,35
diversified_hedge,diversified_hedge,contract_c1750_h35,1,4.04557649e+10,3103409895,1629526342,26688119.12,3020447679,3138240022,-1712488558,3300000,1,0,389901.4079,1175460.235,0.9128228459,25316792.84,0.2408370704,0,5.684341886e-14,2.842170943e-14,0,0,308.7479476,36089.98728,0,136.5,4025.552976,1750,35
diversified_hedge,diversified_hedge,contract_c2000_h35,1,4.04557649e+10,3103409895,1629526342,26688119.12,3314312738,3432105081,-1418623499,3300000,1,0,389901.4079,1175460.235,0.9128228459,25316792.84,0.2408370704,0,5.684341886e-14,2.842170943e-14,0,0,308.7479476,36089.98728,0,136.5,4025.552976,2000,35
diversified_hedge,diversified_hedge,contract_c2250_h35,1,4.04557649e+10,3103409895,1629526342,26688119.12,3608177797,3725970140,-1124758441,3300000,1,0,389901.4079,1175460.235,0.9128228459,25316792.84,0.2408370704,0,5.684341886e-14,2.842170943e-14,0,0,308.7479476,36089.98728,0,136.5,4025.552976,2250,35
diversified_hedge,diversified_hedge,contract_c2500_h35,1,4.04557649e+10,3103409895,1629526342,26688119.12,3902042855,4019835198,-830893381.7,3300000,1,0,389901.4079,1175460.235,0.9128228459,25316792.84,0.2408370704,0,5.684341886e-14,2.842170943e-14,0,0,308.7479476,36089.98728,0,136.5,4025.552976,2500,35
hydrogen_led,hydrogen_led,contract_c1000_h20,1,3.13557194e+10,3103409895,328558685.1,25644080.11,1080495550,1178210399,-2351473030,3300000,0.999832275,553.4925446,1734322.233,0,0,24326400.11,0.2314155261,0,0,2.842170943e-14,0,0,308.7479476,36089.98728,0,0,4025.552976,1000,20
hydrogen_led,hydrogen_led,contract_c1250_h20,1,3.13557194e+10,3103409895,328558685.1,25644080.11,1080495550,1178210399,-2351473030,3300000,0.999832275,553.4925446,1734322.233,0,0,24326400.11,0.2314155261,0,0,2.842170943e-14,0,0,308.7479476,36089.98728,0,0,4025.552976,1250,20
hydrogen_led,hydrogen_led,contract_c1500_h20,1,3.13557194e+10,3103409895,328558685.1,25644080.11,1080495550,1178210399,-2351473030,3300000,0.999832275,553.4925446,1734322.233,0,0,24326400.11,0.2314155261,0,0,2.842170943e-14,0,0,308.7479476,36089.98728,0,0,4025.552976,1500,20
hydrogen_led,hydrogen_led,contract_c1750_h20,1,3.13557194e+10,3103409895,328558685.1,25644080.11,1080495550,1178210399,-2351473030,3300000,0.999832275,553.4925446,1734322.233,0,0,24326400.11,0.2314155261,0,0,2.842170943e-14,0,0,308.7479476,36089.98728,0,0,4025.552976,1750,20
hydrogen_led,hydrogen_led,contract_c2000_h20,1,3.13557194e+10,3103409895,328558685.1,25644080.11,1080495550,1178210399,-2351473030,3300000,0.999832275,553.4925446,1734322.233,0,0,24326400.11,0.2314155261,0,0,2.842170943e-14,0,0,308.7479476,36089.98728,0,0,4025.552976,2000,20
